user,rating,date,review
Mélodie ,"3,0",30 avril 2019,"Mon téléphone est arrivé avec un léger impact, l'écran est maintenant fissuré. Je voulais savoir si j'avais une garantie mais aucune réponse de la part d'amazon. Je suis déçu.
309269142"
ben,"5,0",5 mai 2019,"A ce prix là (220 euros), il vaut vraiment le détour. Bel écran, belles photos, bonne autonomie.
Par encore testé les photos en faible luminosité. L'interface EMUI est vraiment sympa et très personnalisable.
Côté amazon, expédition et livraison rapide."
Sergio,"5,0",13 mai 2019,"parfait, rapide, fluide, la batterie dure 2 jours en utilisation intense"
Client d'Amazon,"5,0",26 mai 2019,J avais le mate 10 lite et j ai pris le mate 20 lite en changement. Je ne vois pas la différence entre les 2 téléphones mais top comme téléphones pour le prix
oderimaflosalis,"4,0",5 mars 2019,"C'est à mon avis le meilleur smartphone à prix raisonnable
Cependant il y a peu de différence entre le mate 10 lite"
Roki,"4,0",23 mai 2019,Très bon téléphone je comprend pas les gens qui paye des téléphone a 900 ou 1200 euros celui-ci est très bien
CHAMPAGNE,"5,0",15 mai 2019,Très beau produit très grand et ergonomique top
CLAUDE MAURICE,"5,0",4 juin 2019,un bon rapport qualité prix pour un téléphone d'entrée de gamme
Nathalie B.,"5,0",1 avril 2019,"Téléphone élégant, fonctionnel, rapide je suis ravie ! Conquise par la marque Huawei qui n'a rien à envier aux Samsung !
Je recommande !"
bensefia,"3,0",20 avril 2019,"La caméra du téléphone n’est pas top, surtout j’avais le note 8 avant"
Fatma,"5,0",2 mai 2019,Juste ce qu'il faut pour partir en vacances cet été
eleonore alfonsi,"5,0",8 mars 2019,"c'est mieux qu' un Iphone pour bien moins chère!!
facile d'utilisation, version européenne OK
et Amazon assure le service parfaitement... (pas comme d'autre, dont je ne citerais pas le nom mais avec qui le SAV est beaucoup moins réactif!)"
JuJuD,"5,0",10 avril 2019,"Très bon téléphone, navigation fluide. Très bonne autonomie. Belles photos pour l'instant. Pas de défaut apparent à voir dans le temps"
Sublimation studio,"5,0",6 janvier 2019,je suis content d'acheter cet super appareil qui satisfait toutes mes exigences en plus a un super prix chez Amazon.fr je le conseil vivement
Client d'Amazon,"5,0",11 avril 2019,Le top. Beau fonctionnel simple rapide..... Un super appareil de plus abordable
Belounis mak,"5,0",17 mars 2019,"Mon premier Huawei ! Bonne qualité globale, fonctionnement fluide et une présentation EMUI qui change un peu mes habitudes sous Android, mais on s'y retrouve facilement ! quelques petits ""OK Google"" au début pour trouver certaines choses et ça passe tout seul !! un bon portable avec un bel écran pour un budget correct !"
angelica lefebvre,"5,0",6 février 2019,"Je l'ai eu pour Noël et je suis ravie un très bon téléphone, niveau photo, son, batterie... Rapport qualité prix excellent !"
Client d'Amazon,"5,0",3 juin 2019,bien les descriptions sont bien réelle; facile a utilisé
Gérald ,"5,0",18 mai 2019,"Waouh !
Il a tout des grands avec l'autonomie en plus !
Tiens 2 jours avec avec une utilisation ""normale"" Facebook et autre
Épatant pour son prix !"
Nico,"5,0",11 mai 2019,"C'est un cadeau  je n'ai toujours pas de commentaire reçu.  Comme on dit souvent  "" pas de nouvelles bonnes nouvelles """
ANDRE  ANGELIQUE,"5,0",10 mai 2019,Très bel article
christine,"5,0",1 avril 2019,Première fois que j ai un Huawei et franchement pas déçu par rapport à min samsung.  Je le recommande vivement
Treu patricia,"4,0",29 mai 2019,Protégé bien
Fagniard,"5,0",17 janvier 2019,Super qualité d'image pour la batterie entre les deux sinon bon produit
Wust Geoffrey,"5,0",25 mai 2019,"Smartphone génial ! Comparable a un téléphone de la marque à la pomme (dont j'étais client jusqu'à maintenant) mais en (beaucoup) plus abordable.
Autonomie de la batterie incroyable (quasiment 2 jours avec un usage plutôt intensif)
Photos superbes"
Client d'Amazon,"5,0",9 janvier 2019,"C'est mon second smartphone HUAWEI ,  je suis très contente de cette marque , j'en ai racheté un pour mon autre smartphone."
Nao,"5,0",17 janvier 2019,"Le meilleur smartphone rapport qualité/prix, totalement séduit par la marque Huawei, ces services mais également son service clientèle présent et à l'écoute de ces utilisateur pour améliorer L'OS lors de mise à jour par exemple !"
jean claude autexier,"4,0",18 février 2019,Ce portable est ultra rapide; facile à gérer - batterie (pour l'instant) irréprochable)
Client d'Amazon,"5,0",24 avril 2019,"Ce téléphone a un excellent rapport qualité prix.
Ayant besoin d'un téléphone fluide avec une autonomie assez important je ne suis pas déçu de la marque huawei.
Avec une batterie de 3750 mAh qui va correspondre a deux jours de travail vous ne serez pas déçu par ce téléphone"
Hassina,"5,0",5 janvier 2019,J'ai acheté ce tel pour remplacer un Samsung et sincèrement je suis agréablement surprise de la qualité du produit tant qu'aux fonctionnalités ou au design. je recommande
Rawadalghadban,"5,0",25 décembre 2018,Très bon produit je le recommande vivement
Client d'Amazon,"5,0",16 mai 2019,"écran de grande taille et de bonne qualité, la batterie tient facilement 2 jours malgré une utilisation très régulière (réseaux sociaux, mails, photos....) à voir sur le long terme, très satisfait du rapport qualité/prix"
Samuel s,"5,0",9 février 2019,"Excellent rapport qualité prix, merci pour la livraison ultra rapide. Je vous recommande ce mate 20 dévitaminé à moins de 300 roros, à l'autonomie époustouflante."
patrick fabregues,"5,0",22 février 2019,Après avoir us un Samsung s7 donc j'étais très contente j'ai voulu essayer le Huawei et là je ne suis pas déçu il est plus facile d'utilisation plus léger le son est optimale les photos sont excellente avec plusieurs options vraiment rapport qualité prix il n'a rien a envier a Samsung je recommande
Lanorien,"5,0",2 juin 2019,"Voilà voilà ,après hésitation entre Huawei et Samsung ,j'ai choisi le premier et aucun regret surtout rapport qualité/prix.
Malgré les menaces du grand blond états-unien ...............
Cdlt."
Tristan,"5,0",18 décembre 2018,"Produit conforme, la reconnaissance faciale reconnais mal les visages donc mon téléphone se déverrouillé même si se n'est pas moi qui l'ai en main"
Client d'Amazon,"5,0",22 février 2019,"Franchement, bel appareil mais surtout la batterie que j'utilise plus de 40h avec les mêmes fréquences d'utilisation que mon ancien Samsung"
Maillot Romain,"5,0",7 avril 2019,"Ce téléphone est parfait, il a une bonne taille, une batterie qui dure dans le temps. La reconnaissance faciale marche très bien avec le Touch ID. La résolution de l'écran est d'une bonne qualité. Tout est parfait, je suis satisfait de mon achat."
Julien,"5,0",6 mars 2019,"En plus d'arriver en 2 jours (en livraison basique), le téléphone est excellent pour son prix. Que ce soit l'écran, la fluidité, la capacité, ...
Le son laisse peut-être un peu à désirer et il n'est pas fait pour faire des photos pros.
Tout cela reste correct toutefois."
Patrick31,"5,0",9 avril 2019,"Je l'utilise depuis qques jours mais j'en suis entièrement saisfait, bcp plus en tout cas que le P20 Lite qui est une cata !"
Client d'Amazon,"5,0",29 avril 2019,"j'adore l'utilisation es sumple et facile ! recu rapidement, très bien emballé
Les photos sont magnifiques, très bon rapport qualité prix"
Nico45,"3,0",2 mars 2019,"Bon téléphone simple, rapide le seule bemol les photos bien sans plus, vidéo pas terrible, sinon pour le reste sa reste bon pour le prix."
Michel Jacquemin,"4,0",22 février 2019,Bonjour je l'utilise pour le téléphone et l'accès internet. Le temps d'adaptation est assez rapide. Besoin d'une coque car on ne peut pas le manipuler il est trop glissant.
Senga,"5,0",7 janvier 2019,"Téléphone superbe, pas très lourd vu la taille de l'écran. Impeccable. J'adore"
almansba,"2,0",13 mai 2019,"Bonjour
J'ai un problème avec la connexion en 4G. Avec mon Samsung J7 aucun problème. Que dois je faire car je travail en ligne Avec Skype et c'est galère. Quelqu'un a til le même problème ? Tel date de 13avril 2019. Cdlt."
Christina,"5,0",12 janvier 2019,"Rien à dire. Il est troooooop bien ! Niveau qualité de photo aussi.
Et au niveau de la livraison, je l'ai réçu très tôt dans la matinée"
Poilvert Lucas,"4,0",30 mai 2019,"Je cherchais un téléphone pas trop élevé dans le coût, un bon milieu de gamme, le téléphone en lui même es beau, la batterie j'aurais pensé qu'elle durerait plus longtemps, je lui mettrai un 8/10, très bon téléphone mais à quelques défauts."
delionde 59,"5,0",5 mars 2019,"Je l'utilise pour usage privé, très bonne finition et vraiment facile à utiliser, une très bonne autonomie de la batterie. Les photos sont dans la moyenne des Smartphones. Un achat que je ne regrette pas. Une marque pour les allergiques de Samsung et Apple."
Céline P,"5,0",12 avril 2019,"Correspond à ce que je cherchais, livraison plus longue que prévue au départ mais pas trop quand même"
Crix2,"5,0",21 mars 2019,Idéal pour une personne mal-voyante - Grand écran permettant une grande taille de texte bien lisible
maquin,"4,0",22 avril 2019,Pour mon fils
Malorie,"1,0",19 mai 2019,"J'ai acheté ce téléphone pour l'offrir à mon conjoint pour son anniversaire. Quand il a ouvert la boîte (qui était déjà endommagée), découverte d'un écran cassé. Téléphone en mauvais état alors qu'il devait être neuf. Très déçue !!!"
gerard,"5,0",19 février 2019,Super produit envoi nikel
bidah wahiba,"2,0",17 janvier 2019,Bonjour je veux le retourner parceque jai un vrai problème de baterie ä part ça il est excellent.
Marie88,"5,0",10 avril 2019,"Fidèle à Samsung, j'ai opté pour ce téléphone et franchement je ne regrette pas. Une belle découverte !"
benaini,"4,0",5 avril 2019,Super rapport qualité prix le kirin 710 performant en tout cas suffisant
MVM,"5,0",5 mars 2019,"Facile d'utilisation, bonne résolution d'écran, répond Trés vite pour la consultation sur le net, 4G impeccable. Je le recharge en moyenne tous les 2 jours. Livraison express Trés satisfaite du vendeur."
Lewis,"1,0",13 mai 2019,"Bien que protéger par une coque et verre trempé il est tombé une fois sur le mauvais angles, et tout l'écran tactile a cesser de fonctionner, portable médiocre en terme de résistance..."
Arcangelo,"5,0",12 janvier 2019,Top rien a dire! A part nickel!!!
Tancrède,"5,0",7 juin 2019,Je l'ai eu il y a maintenant quasiment un mois et me convient totalement. Ce nest bien sur pas le meilleur model mais le rapport qualité prix est excellent !! Je conseille fortement !
Elo,"5,0",18 avril 2019,"Très bon produit, j'étais sur des Samsung et j'ai souhaité changé pour ce P20 mate lite et je ne regrette pas du tout mon choix !! Facile d'utilisation. Je recommande."
dantec,"5,0",20 janvier 2019,"Utilisation normal facilité d'application
Téléphone correct rapide"
parchemin,"4,0",4 mai 2019,livraison rapide...en français dés qu'on l'ouvre...assez facile d'utilisation qui pour moi est tres important vu que je ne m'y connais pas du tout en portable (c'est mon 1er).
leapar,"5,0",8 mars 2019,"Super rapport qualité prix
Je sors d un galaxie note 4
Celui ci a une batterie incroyable"
Florent,"5,0",28 mai 2019,"Pas déçu de ce téléphone là batterie tiens largement mieux que mon ancien smartphone d'une autre marque, l'écran est grand et de bonne qualité"
ducéré,"5,0",16 mai 2019,"J'aime les couleurs de l écran, tactile réactif, photo de qualité avec l'IA.
Batterie qui dure longtemps.
Très bon rapport qualité prix
Dommage qu il soit aussi grand."
jeanpatrice fruchart,"5,0",30 avril 2019,"Remplacement d'un iphone 7 +
En mieux pour un prix mini
Super
Un vrai concourant pour Samsung"
BRESSON ROMAIN,"3,0",23 avril 2019,"Je suis simplement très satisfait du produit!
Par contre j'attends désespérément une facture pour me faire rembourser par mon employeur, et le vendeur ne me donne aucun signe de vie!"
Jerome Carpentier,"4,0",9 avril 2019,"Pour un téléphone, on va dire premier prix... il remplace avec brio mon Galaxy S6 vieillissant. Bel écran, photo magnifique, rapide ... au top"
Karolyn,"5,0",24 janvier 2019,"Par rapport à mes besoins il correspond tout à fait, un bon smartphone"
middy,"5,0",10 juin 2019,Autonomie
Chevalier,"5,0",4 avril 2019,Très satisfaite
fred44190,"5,0",18 mars 2019,Conforme. Livraison rapide.
DUPOUY ,"4,0",30 mars 2019,Rapidité d execution
Mikael,"5,0",14 mai 2019,Très bon téléphone. Mais attention pas étanche. J'ai l'impression que l'écran se micro-raye très facilement.
Client d'Amazon,"5,0",13 mai 2019,"super portable, grand écran, photos exceptionnelles, reconnaissance faciale au top et installation super facile avec le clonage de l'ancien téléphone"
Minet ,"5,0",20 mai 2019,Téléphone très fonctionnel qui répond à mes attentes. Conforme au descriptif. Je n'ai pas encore utilisé la reconnaissance faciale.
Cathy,"4,0",19 avril 2019,"Ras sauf qu'il n'y a aucune garantie d'achat si il y a un probleme
Aucun papier concernant la garantie ?
Sinon l'appareil est conforme à ma demande"
angélique,"3,0",7 avril 2019,"Bien dans l'ensemble, grande capacité de stockage, tactile répond super vite mais les photos médiocre même mon ancien téléphone qui avait 13mp fait des meilleurs photos."
Client d'Amazon,"4,0",4 janvier 2019,"Usage privé, content du smartphone, mais longévité de la batterie un peu faible"
Client d'Amazon,"5,0",28 mars 2019,"Le moins chère que j'ai trouvé.
Réception très rapide.
Je recommande à 100%
Il est magnifique en bleu ! 🤗🤗🤗"
gigant yoann,"5,0",24 février 2019,"Produit identique a ça description.
Super content 😁😁😁"
Client d'Amazon,"4,0",13 février 2019,"J'adore mon nouveau smartphone. Quelques lacunes sur certains points que j'arrive à résoudre au fur et à mesure. De très belles photos de belles couleurs, une fois en main top."
Kennel Jean Louis,"5,0",6 mai 2019,"Très bon téléphone, répond à mes attentes"
FLEURY,"4,0",4 juin 2019,Très facile à utiliser et bonnes photos
Kobe,"5,0",21 janvier 2019,"Téléphone de qualité pour le prix, recommandé pour ceux qui ne cherche pas le smartphone dernier cri, celui est excellent."
Mado ,"5,0",13 mars 2019,"Parfait, j'aime beaucoup le design, très beau portable, grand avec une batterie qui tiens bien et en ce qui concerne les photos elles sont magnifiques."
Tow,"5,0",11 janvier 2019,Génial rien a dire dautre
charly attard,"4,0",8 juin 2019,"Un produit bon rapport qualité/prix.
Nous montrant qu'on n'est pas forcé de mettre 1500€ dans un smartphone de qualité. Merci huawei, merci la Chine big up 👌"
vitality,"5,0",27 mai 2019,"produit conforme à la description, livraison plus rapide qu'annoncée et parfaitement emballé!"
Mustapha,"5,0",31 mai 2019,Livraison tres rapide en meme pas 12h 👍 telephone tres agreable leger et rapport qualité prix au top...
Client d'Amazon,"5,0",10 juin 2019,Très très bien. Je recommande
Client d'Amazon,"5,0",5 mai 2019,"Téléphone reçu rapidement malgré le transporteur incompétent
Téléphone au très bon rapport qualité prix
Prix imbattable"
Bama,"5,0",4 avril 2019,"La batterie tiens super bien,  il est très esthétique, fluide, je n'ai eu aucun soucis avec pour le moment et l'envoie à été très rapide !"
Coline Perez Fernandez,"5,0",3 juin 2019,Achat pour mon mari qui est très satisfait lui qui voulait un téléphone de qualité qui tient la charge sans donner un rein est comblé par ce téléphone-ci 😉
djemaa,"5,0",3 janvier 2019,je suis en phase aprentissage car je suis un adicte de iphone
laura frazzi,"4,0",8 mai 2019,Bon qualité prix
GOUGEON NATHALIE,"4,0",14 janvier 2019,"Pour le moment, je n'ai pas encore vu de points négatifs. Il correspond en tout point à ce que j'attendais."
Magalhaes christelle,"5,0",10 mars 2019,"Je ne suis pas du tout déçu, je passe à l'androi et je ne rechangerai plus maintenant.
Qualité photo super et prix vraiment raisonnable je recommande vraiment"
Client d'Amazon,"5,0",12 mars 2019,Très bon smartphone élégant et très pratique d'usage je le conseil.
vero,"5,0",22 mai 2019,Utilisation normale bon tel rien à dire.  Dommage pour la france qui a les moyen de faire mieux mais plus rien de bon.
Crepin,"3,0",1 juin 2019,"Utilisation facile
Difficile de jumeler avec d’autres appareils
Contacts et WhatsApp en double"
OBONO MVE AMBROISINE,"4,0",4 mai 2019,Certaines fonctionnalités répondent après plusieurs tentatives
philippe loic,"4,0",2 juin 2019,"je l'ai acheté pour remplacer mon vieux sony m2, je ne suis pas du tout déçu"
Client d'Amazon,"4,0",28 mars 2019,En général je suis content le portable mais l'écran avait quelques griffes quand même j'étais déçu et dégoûté
Client d'Amazon,"5,0",21 janvier 2019,j'adore ce téléphone superbe pratique je recommande fortement merci beaucoup
Tadj,"5,0",28 avril 2019,Rapide fluide. 1er Huawei pas déçu bien au contraire 👍
nathalie berry,"4,0",6 mai 2019,Très bon téléphone pour ma part pour l'instant rien de négatif à voir dans le temps
Amine,"5,0",13 avril 2019,"reçu il y a une semaine, rien a signaler, le produit semble correspondre à la description"
labrosse,"5,0",22 mars 2019,j ai voulu essayer une autre marque de mobile je ne suis pas déçu conforme a ce que j attendais.
Louise,"4,0",7 mars 2019,"Attention pour la carte mémoire, beaucoup de difficultés rencontrées avec la carte mémoire"
alonso,"4,0",20 janvier 2019,"Très bon téléphone
Bien protéger l'écran car même le verre trempé ne suffit pas en cas de chute sur un caillou ; préférez les pochettes à rabat"
BD,"5,0",8 mai 2019,répond aux attente et à notre utilisation
Client d'Amazon,"5,0",17 février 2019,"Bonjour,
smartphone robuste, très facile à utiliser ( après avoir eu du Samsung ), fluide, batterie parfaite.
Rapport qualité/prix imbattable."
Leroy Guillaume,"5,0",14 avril 2019,"Trés bon tél.
Très bon Rapport qualité prix"
JPC,"5,0",10 mars 2019,Rapidité - Capacité
BENOIT PERELA,"4,0",26 février 2019,Très bon téléphone
Bibi,"5,0",3 mai 2019,"Je suis ravie de ma commande. Ce téléphone fonctionne très bien, bonne capacité de stockage. La qualité des photos est vraiment top !"
Julien Jehannin,"5,0",10 mars 2019,Support rapport qualité prix
Doc,"3,0",10 juin 2019,"Jolie téléphone
Sauf que mon microphone ne marche plus donc quand ont m'appelle je doit mes mettre en haut parleur. 😡"
Mathieu,"5,0",15 janvier 2019,Super tel
Romy,"5,0",21 avril 2019,Je viens de l'acquérir donc je ne peux pas dire grand chose pour le moment mais j'aime beaucoup ce téléphone il répond à mes attentes.
biloute,"5,0",15 mai 2019,"Au top Huawei
Batterie sur 2 jours d'utilisation"
Client d'Amazon,"5,0",5 janvier 2019,"Parfait arrivé 2 jours après la commande il est parfait
J avais un iPhone 6 avant je ne regrette rien"
Petit Mélanie,"4,0",28 mars 2019,"Très bon téléphone portable , par contre la qualité ainsi que les options photo sont très decevantes"
SAINT GILLES Dominique,"1,0",8 décembre 2018,le Bluetooth ne marche pas
Pereira José Manuel,"4,0",16 avril 2019,"Bonjour.
J'ai reçu le téléphone portable, tout est propre mais il manque une preuve d'achat et une garantie !!!!"
Melissa,"5,0",17 février 2019,Telephone tres grand et appreciable. Ecran offert cependant pas de raclette pour le deposer donc beaucoup de bulles d'air.
TRIDON Véronique,"5,0",19 mai 2019,"Téléphone facile d'utilisation, bonne qualité de photo, bel écran.
Prix attractif."
NACHEK,"5,0",21 janvier 2019,Très bon téléphone couleur image son vidéo j aime beaucoup.
Caroline V.,"5,0",4 mars 2019,Super téléphone. Excellent rapport qualité prix. Livraison très rapide. Très satisfaite de mon achat.
Client d'Amazon,"5,0",23 avril 2019,Très bon portable...
Christophe R.,"1,0",20 mai 2019,"Très déçu plus de son au bout de 4 mois
SAV Huawei decevant
Je déconseille cette marque"
Client d'Amazon,"5,0",19 janvier 2019,Portable impeccable moi qui était à fond Samsung j'adhère totalement
Client d'Amazon,"5,0",24 décembre 2018,Très bon téléphone et livraison top
Romeo ,"4,0",22 avril 2019,"Cet un téléphone très pratique, performant et de bas prix. Il me facile la vie. J'aime beaucoup sa fonction de multitâche"
Client d'Amazon,"5,0",6 mai 2019,C'est un excellent produit par rapport à son prix.
RAIS MOHAMED,"5,0",2 mars 2019,"Arrivé avant la date prévue
OK top."
Alexis J.,"5,0",7 février 2019,le téléphone et très bien mais je n'arrive pas à configurer le double appel avec une seule carte SIM
Client d'Amazon,"5,0",21 février 2019,Un super téléphone que je recommande !!!
isabelle plesant,"4,0",7 mai 2019,Conforme aux attentes
nicholls,"4,0",5 mars 2019,dommage un très bon téléphone portable le soucis c'est que je ne pouvais pas répondre au appel téléphonique dommage.
auguste aa,"5,0",10 avril 2019,Téléphone reçu rapidement. Superbes photos pour un rapport qualité prix au top. Je recommande
babou88.,"4,0",28 novembre 2018,facile a utiliser
jacques duchene,"5,0",21 février 2019,"Top téléphone, prix abrdable."
Anne Genoud,"5,0",9 mars 2019,"Super produit, 2eme Huawei, pas déçue 😊"
Elise ,"5,0",26 février 2019,"Très bon rapport qualité prix
Portable facile d'utilisation et d'une très bonne qualité atout point de vu"
pelissier,"5,0",10 juin 2019,Plutôt bien pour le prix
Marmarz,"5,0",29 avril 2019,Très bonne Pruduit je recommande
mickette,"5,0",26 février 2019,"pour l instant rien a dire ! je viens de l'achete, il fonctinne tres bien"
Stéphane A,"5,0",18 mars 2019,Conforme à mes attentes. Bon rapport qualité prix.
costet fabien,"5,0",9 janvier 2019,produit arrivé en avance. je l'utilise depuis peux mais répond totalement a mes attentes.
aldon,"5,0",21 janvier 2019,Très beau téléphone. Facile d'utilisation. très bel écran
Jessica,"5,0",6 juin 2019,"Fluide, Rapide, facile d'utilisation, prix.
Fortement recommandé."
Foxtrot,"5,0",27 février 2019,Beau téléphone fin léger et performant. Seul le ralenti sur caméra qui n'est pas top. Je suis ravi .
Arnaud Massange de col ,"2,0",24 mai 2019,Des pubs s'affichent sans cesse aléatoirement. Comme si un virus était préinstallé
B. A,"4,0",20 mars 2019,Bon téléphone en rapport avec son prix...
Client d'Amazon,"4,0",28 avril 2019,"Bon produit . Fonctionne bien. Reconnaissance faciale moyenne.Dommage, pas d'appel wifi..."
piwee70,"5,0",5 janvier 2019,C'est un très bon produit je n'ai pas à m'en plaindre.
Ait ouahmane,"5,0",28 janvier 2019,Livraison rapide vendeur sérieux téléphone irréprochable totalement satisfait
damien,"5,0",31 mai 2019,OK top bon rapport qualité prix ici
Elmahfoud,"5,0",21 avril 2019,Salut. pour l'instant le mobile est bon et facile à utiliser
Salomé Blondeau,"5,0",2 avril 2019,"Très bon téléphone, bon rapport qualité / prix. Très bon appareil photo"
Bakum marie,"5,0",30 janvier 2019,Très bon telephone
Michel B,"4,0",7 juin 2019,"je viens de recevoir ce produit, je ne peux donc pas porter un jugement...."
Dentier,"5,0",18 mai 2019,Génial je recommande
Kernachi A.,"3,0",24 mai 2019,La boîte du téléphone est arrivée déjà ouverte
Client d'Amazon,"5,0",2 juin 2019,utilisation personnelle je découvre mon téléphone pas encore bien utilisé
DIJOUX Aurélie,"5,0",11 juin 2019,Super téléphone.je ne regrette pas mon achat.
MALLET BERNARD,"4,0",23 mai 2019,Courante et un plus grand écran
monique girault,"5,0",18 février 2019,Ce produit est parfait et je le recommande
Client d'Amazon,"5,0",10 mai 2019,Très bien facile d utilisation
Client d'Amazon,"5,0",3 avril 2019,Super merci
Benjamin Couturon,"1,0",15 mai 2019,Reçu du colis sans le téléphone a l'intérieur volé par quelqu'un
covi,"5,0",30 mars 2019,rapidement servi ! aucune critique à ce jour.
 sabrina,"5,0",8 décembre 2018,"J'en suis très contente, de superbes qualités et de très belles photos."
Greg,"5,0",6 juin 2019,"Super réactivité, super photo. Très très bien..."
Mystick13,"5,0",15 avril 2019,Ce portable est super et facile d'utilisation.
Client d'Amazon,"4,0",11 février 2019,Bon téléphone
Andre T.,"5,0",14 décembre 2018,Une utisation normale de tous les jours
Jean-Pierre DURAND,"5,0",18 avril 2019,Produit conforme à mon attente
POINY-VAITY,"4,0",22 avril 2019,"Très bon téléphone ne ralentit pas,fait de belle photo, rien à  dire."
JAUGIN Patrick,"5,0",14 janvier 2019,superbe et genial
dos santos,"5,0",20 mai 2019,Très bien
Gwen,"5,0",7 mars 2019,Pour tout je me sert de mon tel comme un mini ordi.
Client d'Amazon,"5,0",21 mars 2019,Tree bonne qualité
Belarbia,"5,0",21 janvier 2019,Qualité prix super
frederic masseron,"4,0",9 mars 2019,Impeccable produit comforme à mes attente livraison rapide
mourad,"5,0",11 avril 2019,excellent qualité prix
Seizheur,"5,0",17 avril 2019,Super rapport qualité prix.
franck laffet,"5,0",2 juin 2019,Super achat très bon produit
Vincent,"5,0",13 mars 2019,Très très bonne autonomie: 2 jours pour vu que ça dure
Fanny R,"5,0",29 avril 2019,"Vraiment ravie, livraison rapide. Super téléphone!"
Lafidele,"4,0",3 mai 2019,C'est un cadeau offert à un parent
Elodie,"4,0",7 juin 2019,Super photo
Sarah Tidjani,"5,0",16 mai 2019,Très bonne durée de vie de la batterie
breton,"4,0",18 mars 2019,Bonne qualité de l'image
vanessa watissee,"4,0",5 juin 2019,J'aime tout
izard,"4,0",4 février 2019,Utilisation personnelle de très bonne qualité !
FISCHER  ROMAIN,"5,0",5 avril 2019,"Très bon smartphone, avec un prix intéressant."
Demai yve,"4,0",17 avril 2019,Super produit...merci...je vous le conseille...
Amigo,"5,0",18 décembre 2018,Très bon portable !
carol stachowski,"4,0",28 janvier 2019,produit conforme a mes attentes! Nickel!!!!
SOW Harouna,"5,0",28 mai 2019,Super
Caroline ,"4,0",9 janvier 2019,Arrivé en 2 jours comme prévu ! Pour l'instant rien à redire
Laure,"4,0",2 avril 2019,Pour le moment bon rapport qualité prix.
FF,"5,0",1 juin 2019,Super téléphone pour le prix !
mickael lemoy,"5,0",1 mars 2019,Super téléphone  à très bon prix
Leandro,"5,0",16 février 2019,Les photo et la mémoire c'est super
Reine,"5,0",17 décembre 2018,"Livré à la date prévu
Sur le Téléphone rien a dire parfait"
MARIE patrice,"5,0",11 janvier 2019,Trop récent .  Mais pour l'instant super  !
Client d'Amazon,"5,0",22 mars 2019,Super rapport qualité /prix👍
Bonnard Thomas,"5,0",19 février 2019,Super téléphone pour un bon prix
stephane renaud,"5,0",14 février 2019,Je l utilise beaucoup pour les jeux et sms
BOUILLARD,"5,0",29 mars 2019,Très bon produit.
FRANCK,"4,0",3 février 2019,1 seul défaut sa coque en verre ….glissante
pebegh,"4,0",5 janvier 2019,Bon smartphone. Très satisfait de mon achat
oualid abdel,"5,0",20 février 2019,Très beau
Isabelle BROS,"5,0",20 avril 2019,Je le recommande
Client d'Amazon,"4,0",20 avril 2019,Très bon rapport qualité prix
Kevin L.,"5,0",22 mai 2019,Top
Geroldi Alexandra ,"5,0",17 janvier 2019,Un smartphone très très sympa
Lidia Iannino,"5,0",8 janvier 2019,Pour l instant assez contente de mon achat !
Client d'Amazon,"4,0",13 avril 2019,Très beu
AT,"4,0",12 mars 2019,Bon rapport qualité prix
doric binot,"5,0",3 mai 2019,Super produit extra
CHRIS,"5,0",22 décembre 2018,"Appels,photos,"
Freddy Torrealba Anzola,"5,0",4 mars 2019,excellente portable.
KOUYATE ,"5,0",5 avril 2019,Bon produit
monnier henri,"5,0",31 décembre 2018,Super
Rameaux m.,"5,0",20 janvier 2019,Sans regret
LOIC B.,"5,0",6 janvier 2019,Téléphone top. Livraison top
Camelia ,"4,0",7 février 2019,Nikel
Mz,"5,0",24 mars 2019,🤙🏽👍
Tutuianu Gabriel,"5,0",19 avril 2019,Parfait
Blondel Clément17,"4,0",27 janvier 2019,Super
Gonzalez,"5,0",22 avril 2019,Ras
Client d'Amazon,"4,0",11 janvier 2019,tres bon telephone
David OLLIVIER,"5,0",30 janvier 2019,Super qualité
franceschini laura,"4,0",21 janvier 2019,Ras
Robert,"3,0",18 décembre 2018,"Je viens de recevoir ce magnifique smartphone. Tout est impec... sous réserve de qq jours d'utilisation et d'habitudes à prendre.
Mais, Mais qu'est-ce que leur a pris chez Huaiwei de créer une fiche particulière pour la connexion USB ?? !! OK, la fiche normale mini-USB est fragile, mais elle est presque universelle (si on est allergique, comme moi, à Apple). Il faut que je me balade maintenant avec le petit câble, ainsi que l'outil pour ouvrir la trappe à SIM ! C'est Bof de chez Bof !"
Ulrich Corbey,"4,0",8 avril 2019,"produit reçu très rapidement,le samedi 6 avril 2019.
pas déballé(le téléphone) encore car celui ci est pour offrir le 11 avril 2019.
je regrette juste que pour l'envoi la boite du téléphone n'est pas était plus calé que ca dans le carton.
je ne manquerai pas après le 11 avril  de noté se téléphone et de faire part de son utilisation."
boubou kweyol,"5,0",9 décembre 2018,je suis fan de la marque huawei depuis longtemps et ils progressent de plus en plus. j'ai un mate 20 pro dont je suis entièrement satisfait et j'ai eu l'occasion d'essayer le mate 20 lite et pour les petits budgets vous pouvez y aller les yeux fermés
