user,rating,date,review
Client d'Amazon,"5,0",9 novembre 2018,"Rapide, autonomie vraiment bien! Même si je ne l’ai que depuis 1 semaine, J’utilise le portable plusieurs heures par jour et la batterie tient 2 jours au minimum."
lisa maurin,"5,0",18 août 2018,"Super produit reçu neuf.
Quelques jours après réception il est toujours au top. Je recommande."
jenna s.,"5,0",24 mai 2018,Livré 1 jour avant la date prévue. Très bien emballé. Produit conforme à la description. Tous les accessoires sont présents. Actuellement je l’utilise et j’en suis ravie. Vendeur très réactif. Au top je recommande ! Une cliente très satisfaite.
samrithaa,"5,0",16 mars 2019,Très bien. Livré à un point de retrait alors que j’ai payé pour la livraison à domicile. Sinon c super.
Joghota,"5,0",23 mars 2019,C'est un iPhone quoi.
JULIA,"4,0",12 octobre 2018,"J'ai bien reçu le téléphone, sous blister, rien à dire mise à part que le téléphone a été mis dans la boite aux lettres, il était certes dans un carton mais c'est un risque de le mettre dans la boite aux lettres"
Client d'Amazon,"5,0",15 novembre 2018,Ça reste i phone et reçu dans les temps annoncés
berenger stephane,"5,0",14 décembre 2018,Très bon rapport qualité prix
CHABREL FLORENT,"5,0",12 novembre 2018,"Livraison rapide, le produit est neuf. Il est utilisé depuis 2 semaines et il fonctionne parfaitement. Les photos sont d’en tres bonne qualité et le mode portrait est un plus"
VAITANAKI,"5,0",3 août 2018,"Produit authentique, livré sous blister !! Je recommande.
Livraison rapide, je suis très satisfait."
C. Cheze,"5,0",3 mai 2019,Voulais passer d'Android à iPhone
Deandaz,"5,0",10 janvier 2019,"Produit conforme et original apple, neuf, ras. Tres joli en couleur silver. Le prix est raisonnable comparé a certains sites. Seul bemol livraison un peu longue (2 semaines pour ma part)"
patrick sivera,"5,0",27 janvier 2019,"Produit Apple neuf
dommage qu’il n’y avais pas le modèle rouge 😜
Je suis ravie de ma commande après une déconvenue sur backm..."
Anaïs,"1,0",29 décembre 2018,Un peu déçu sachant que le son ne fonctionne pas.
Client d'Amazon,"4,0",17 novembre 2018,Très bien
Client d'Amazon,"5,0",13 novembre 2018,"Bon produit performant et intuitif. la batterie n’est pas dingue, loin de là. Mais elle suffira pour mon utilisation. Très beau téléphone bien fini, toujours de grande qualité."
Abellan,"3,0",16 novembre 2018,"Téléphone qui bug au bout de 3 jours, fabricant chinois, renvoie du produit. Mieux vaut allez en boutique"
sevan astarai,"5,0",25 août 2018,iPhone 8 neuf à un prix très correct !
Moi,"5,0",8 mai 2019,Conforme à la description
Antony Bigot,"5,0",6 janvier 2019,"Acheté pour un cadeau, reçu dans les temps, neuf, tout fonctionne parfaitement"
Samia,"5,0",7 mai 2019,"Reçu en 2jours, vraiment parfait, aucun soucis technique, iPhone provenant directement de Apple.  Neuf dans son emballage d’origine avec chargeur et écouteurs."
Salva,"5,0",29 août 2018,Très satisfaite du produit je recommande
Meryam,"5,0",31 octobre 2018,"Iphone neuf en bonne état, arriver rapidement et fonctionne très bien j’avais peur que sa soit un faux mais finalement c’est un vrai apple ce qui est rassurant"
Brice,"5,0",10 novembre 2018,Merci
Élise tombeur,"5,0",30 août 2018,Téléphone nikel
Ami,"5,0",13 avril 2019,"Très bon téléphone, reçu dans les délais...Comme il se doit. Malheureusement je n’ai pas eu l’adaptateur, j’ai du l’acheter à la Fnac"
Client d'Amazon,"5,0",25 novembre 2018,Impeccable merci
anthony le pestipon,"5,0",10 juin 2018,Rien à dire sur l’utilisation de ce téléphone il est juste parfait
Hugo Brouckaert,"5,0",2 février 2019,Livré à temps. Produit conforme.
dawaja,"5,0",21 novembre 2018,"Reçu neuf dans son emballage d’origine! Je les reçus un jour avant la date de livraison donc trop contente. Pour ce prix là, il y a rien à redire."
Client d'Amazon,"5,0",27 mars 2019,Produit neuf et conforme mais du retard à la livraison (rare pour amazon)
Client d'Amazon,"5,0",4 juillet 2018,Livraison parfaite et appareil conforme à la description
michael pécheux,"5,0",12 avril 2019,J'ai bien reçu mon colis très bien rien 'a dire
delphine lecomte,"5,0",24 novembre 2018,Très bien arrivé.  Bon produit. Neuf dans son emballage
