user,rating,date,review
Client Amazon,"5,0",23 juillet 2018,"Ce smartphone est ultra rapide et compact, l'écran lumineux avec un bon rendu, la prise en main excellente.
Le son stéréo est bon et l'appareil photo est dans la bonne moyenne et offre une rapidité de mise au point correcte
L'autonomie avoisine les 2 jours en usage modéré, la sensibilité réseau excellente permet de capter en zone difficile.
Une fonction intelligente de gestion de batterie permet d'analyser les habitudes et de proposer une charge ultra lente durant la nuit destinée à améliorer la longévité de la batterie, il est néanmoins possible d'utiliser une charge normale ou rapide. Attention, le chargeur fourni est un standard non compatible quick charge ce qui allonge le temps de recharge du téléphone même en mode avion.
Le capteur d'emprunte est réactif
Le téléphone répond parfaitement même avec des jeux gourmands en ressource.
Très content d'avoir changer mon Z3 compact avec ce nouveau modèle sony"
mc'gregory,"1,0",9 juin 2018,"le téléphone est trop petit et trop lourd; Je le savais mais le téléphone perd continuellement la ligne avec tous les opérateurs que j'ai essayés: telecom, vodafone, iliad, le téléphone ne peut pas être utilisé; ça coûte aussi beaucoup et c'est le pire téléphone que j'ai jamais eu: j'ai essayé de le changer mais je n'ai pas été contacté par amazon france même si j'ai posé la question"
romain,"3,0",1 décembre 2018,"Smartphone de 5 pouces aussi encombrant qu'un huawei honor Samsung etc.. de 6 pouces ( voir plus ) sans bordures...
Incroyable ces 2 grandes bandes noires en haut et en bas et aussi l'épaisseur du téléphone, c'est un vrai pavé.
Pas d'écran oled..
Pour le prix il y a largement mieux et même bien mieux pour moins cher"
marchand,"5,0",14 octobre 2018,"Quel smartphone fabuleux ! Finition au top, taille idéal avec un écran de 5 pouces,ultra rapide,écran magnifique, merci Sony de faire encore un téléphone compact haut de gamme ! Du bonheurs n'hésitez pas si vous cherchez un smartphone pas trop grand il n'y a pas mieu."
jeromeg,"4,0",23 mai 2018,"Si vous n'aimez pas les smartphones qui déforment vos poches, ce XZ2 Compact pourrait bien répondre à votre besoin. Sony a (encore) fait du bon travail.
Les points forts :
- La taille (pas trop grand et donc utilisable à une seule main)
- La qualité de l'écran (c'est du Sony !)
- La puissance (tout tourne très bien, y compris les jeux, même un peu gourmands)
- La qualité photo (c'est su Sony encore un fois et ça se voit, au sens propre)
Les points faibles :
- La résolution élevée, fait que les textes peuvent paraître petits (en particulier pour les sites web non optimisés pour mobile, ce qui devient rare il est vrai)
- La batterie qui se décharge assez vite, même avec une utilisation basique, on tient 1 journée et moins en cas d'usage intensif
Conclusion : un excellent smartphone si vous avez besoin de puissance dans un format compact (et que vous avez tout le temps un moyen de charge sous la main). C'est vraiment la batterie un peu faiblarde qui m'empêche de mettre 5 étoiles. Je m'arrêterai donc à 4."
Jean-Luc BRIOIS,"5,0",18 février 2019,"Acheté pour remplacer un Z5 compact en fin de vie.
Exactement la taille que je recherchai et super réactif.
La gestion de la double SIM est parfaite pour une utilisation perso et pro."
Poyutimo,"5,0",15 janvier 2019,"Ce smartphone est excellent, il est puissant et son format compact est très appréciable. Vous pouvez l'acheter les yeux fermés."
Christophe,"5,0",26 mars 2019,Le dernier smartphone a petit écran avec une prestation plus que complète. Le must pour les voyageurs.
Client d'Amazon,"4,0",23 mars 2019,Sa petite taille
Client d'Amazon,"4,0",30 décembre 2018,téléphone au top. ultra fluide
